Data_Point,Test_Time,DateTime,Step_Time,Step_Index,Cycle_Index,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,Temperature,Aux_Voltage
49933,29761.4352,1527771500.8335,16.3292,28,0,-2.234498,1.9999928,6.9046798,7.3691497,23.707281,21.470335,-1.0490417e-05,,61.80294285230244,
49934,29761.4758,1527771500.8741,16.3698,28,0,-2.2333896,1.999989,6.9046798,7.3691497,23.707281,21.470335,-1.0490417e-05,,61.804101821173354,
49935,29761.5152,1527771500.9135,16.4092,28,0,-2.2322788,1.9999681,6.9046798,7.3691497,23.707281,21.470335,-1.0490417e-05,,61.80522653480671,
49936,29761.5535,1527771500.9518,16.4475,28,0,-2.231168,2.0000129,6.9046798,7.3691497,23.707281,21.470335,-1.0490417e-05,,61.806319847805625,
49937,29761.5959,1527771500.9942,16.4899,28,0,-2.2300587,2.0000215,6.9046798,7.3691497,23.707281,21.470335,-1.0490417e-05,,61.807530199532884,
49938,29761.6217,1527771501.02,16.5157,28,0,-2.2215116,1.9999633,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.80826668714052,
49939,29761.6472,1527771501.0455,16.5412,28,0,-2.2129896,1.9999633,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.808994610938754,
49940,29761.6561,1527771501.0544,16.5501,28,0,-2.2051353,1.9999671,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.80924867061735,
49941,29761.6717,1527771501.07,16.5657,28,0,-2.1970057,1.9999833,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.80969398870568,
49942,29761.6792,1527771501.0775,16.5732,28,0,-2.1892316,1.9999881,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.809908083940456,
49943,29761.6824,1527771501.0807,16.5764,28,0,-2.1815002,1.9999928,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.80999943124063,
49944,29761.689,1527771501.0873,16.583,28,0,-2.1738126,1.9999938,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81018783504723,
49945,29761.694,1527771501.0923,16.588,28,0,-2.1661673,2.0000052,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81033056520375,
49946,29761.736,1527771501.1343,16.63,28,0,-2.1651032,1.999969,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81152949851849,
49947,29761.7749,1527771501.1732,16.6689,28,0,-2.1640356,1.9999757,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81263993913619,
49948,29761.8143,1527771501.2126,16.7083,28,0,-2.1629677,2.0000262,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81376465276954,
49949,29761.8496,1527771501.2479,16.7436,28,0,-2.1619024,2.0000052,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.814772327674554,
49950,29761.8934,1527771501.2917,16.7874,28,0,-2.1608365,1.9999881,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81602264384564,
49951,29761.9328,1527771501.3311,16.8268,28,0,-2.1596177,1.9999833,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.817147357478994,
49952,29761.975,1527771501.3733,16.869,28,0,-2.1585512,1.9999928,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.818352,
49953,29762.016,1527771501.4143,16.91,28,0,-2.1574843,1.9999881,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.81936723740396,
49954,29762.0541,1527771501.4524,16.9481,28,0,-2.1564176,1.9999871,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.820310665333,
49955,29762.0935,1527771501.4918,16.9875,28,0,-2.1553509,1.9999976,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82128628371632,
49956,29762.131,1527771501.5293,17.025,28,0,-2.1542838,1.9999814,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82221485451262,
49957,29762.1706,1527771501.5689,17.0646,28,0,-2.1532154,2.0000119,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82319542527352,
49958,29762.2094,1527771501.6077,17.1034,28,0,-2.1521494,1.9999967,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82415618652409,
49959,29762.2489,1527771501.6472,17.1429,28,0,-2.1510825,1.9999585,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.8251342810962,
49960,29762.2903,1527771501.6886,17.1843,28,0,-2.1500149,2.0000119,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82615942325532,
49961,29762.3264,1527771501.7247,17.2204,28,0,-2.1489491,2.0000033,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82705332740856,
49962,29762.3679,1527771501.7662,17.2619,28,0,-2.1478815,1.9999661,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.82808094575647,
49963,29762.4041,1527771501.8024,17.2981,28,0,-2.1468134,2.0000005,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.8289773260985,
49964,29762.4478,1527771501.8461,17.3418,28,0,-2.1457465,2.000011,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.830059420599795,
49965,29762.4872,1527771501.8855,17.3812,28,0,-2.1445267,2.0000072,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.83103503898311,
49966,29762.5341,1527771501.9324,17.4281,28,0,-2.1433079,1.9999881,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.83219637152568,
49967,29762.5737,1527771501.972,17.4677,28,0,-2.1422405,1.9999557,6.9046798,7.3693314,23.706917,21.470699,4.1007996e-05,,61.833176942286585,
49968,29762.616,1527771502.0143,17.51,28,0,-2.1410193,2.0000024,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.83422437014481,
49969,29762.6631,1527771502.0614,17.5571,28,0,-2.1397994,2.0000234,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.83539065506497,
49970,29762.7025,1527771502.1008,17.5965,28,0,-2.1387327,1.9999871,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.836366273448284,
49971,29762.743,1527771502.1413,17.637,28,0,-2.1376665,1.9999938,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.837369129908296,
49972,29762.7696,1527771502.1679,17.6636,28,0,-2.1294312,1.9999776,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.83802779612647,
49973,29762.8088,1527771502.2071,17.7028,28,0,-2.1283684,1.9999738,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.83899846213221,
49974,29762.8493,1527771502.2476,17.7433,28,0,-2.1198561,2.0000091,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.840001318592215,
49975,29762.8857,1527771502.284,17.7797,28,0,-2.1187983,2.0000253,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84090265131183,
49976,29762.9264,1527771502.3247,17.8204,28,0,-2.1177423,1.9999738,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.841910460149414,
49977,29762.9658,1527771502.3641,17.8598,28,0,-2.1166847,1.9999747,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84288607853273,
49978,29763.005,1527771502.4033,17.899,28,0,-2.1156273,1.9999938,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84385674453847,
49979,29763.0463,1527771502.4446,17.9403,28,0,-2.1071746,2.0000072,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.844879410508796,
49980,29763.0841,1527771502.4824,17.9781,28,0,-2.1061232,2.0000052,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84581540987147,
49981,29763.1233,1527771502.5216,18.0173,28,0,-2.1050718,1.9999785,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.846786075877205,
49982,29763.1647,1527771502.563,18.0587,28,0,-2.1038704,1.99999,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84781121803633,
49983,29763.2072,1527771502.6055,18.1012,28,0,-2.1028187,1.9999938,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.84886359827214,
49984,29763.248,1527771502.6463,18.142,28,0,-2.1017673,1.9999986,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.849873883298514,
49985,29763.2861,1527771502.6844,18.1801,28,0,-2.1007159,1.9999843,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.85081731122756,
49986,29763.3256,1527771502.7239,18.2196,28,0,-2.0996644,1.9999709,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.85179540579966,
49987,29763.3608,1527771502.7591,18.2548,28,0,-2.0986128,1.9999766,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.8526670242538,
49988,29763.4001,1527771502.7984,18.2941,28,0,-2.0975606,2.0000005,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.85364016644832,
49989,29763.4471,1527771502.8454,18.3411,28,0,-2.0963595,2.000011,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.854803975179685,
49990,29763.4866,1527771502.8849,18.3806,28,0,-2.0953102,2.0000005,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.8557820697518,
49991,29763.5273,1527771502.9256,18.4213,28,0,-2.0942593,1.9999804,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.85678987858938,
49992,29763.5633,1527771502.9616,18.4573,28,0,-2.0932078,1.9999804,6.9046798,7.3695064,23.706568,21.471048,-1.9073486e-06,,61.857681306553836,
49993,29763.6024,1527771503.0007,18.4964,28,0,-2.0921569,1.9999928,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.85864949637078,
49994,29763.6431,1527771503.0414,18.5371,28,0,-2.0911043,1.9999919,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.859657305208366,
49995,29763.6846,1527771503.0829,18.5786,28,0,-2.0900512,2.0000176,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86068492355628,
49996,29763.7208,1527771503.1191,18.6148,28,0,-2.0890021,1.9999824,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86158130389831,
49997,29763.7615,1527771503.1598,18.6555,28,0,-2.0879512,1.999969,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.8625891127359,
49998,29763.8005,1527771503.1988,18.6945,28,0,-2.0868995,1.99999,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86355482636405,
49999,29763.8368,1527771503.2351,18.7308,28,0,-2.0858481,1.9999957,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.864453682894876,
50000,29763.8838,1527771503.2821,18.7778,28,0,-2.0846472,1.9999995,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86561749162624,
50001,29763.9233,1527771503.3216,18.8173,28,0,-2.0835969,1.9999623,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86659558619835,
50002,29763.9648,1527771503.3631,18.8588,28,0,-2.0825455,1.9999814,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.867623204546256,
50003,29764.0008,1527771503.3991,18.8948,28,0,-2.0814948,1.9999976,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86851463251071,
50004,29764.0297,1527771503.428,18.9237,28,0,-2.0733793,2.00003,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86923025107106,
50005,29764.0329,1527771503.4312,18.9269,28,0,-2.065906,2.0000072,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.86930948911235,
50006,29764.0767,1527771503.475,18.9707,28,0,-2.064867,1.9999919,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87039405980243,
50007,29764.1182,1527771503.5165,19.0122,28,0,-2.0638254,1.9999633,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.871421678150334,
50008,29764.1512,1527771503.5495,19.0452,28,0,-2.0627847,2.0000329,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87223882045108,
50009,29764.1896,1527771503.5879,19.0836,28,0,-2.0617447,1.9999843,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.873189676946495,
50010,29764.2319,1527771503.6302,19.1259,28,0,-2.0607042,1.9999881,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87423710480473,
50011,29764.2727,1527771503.671,19.1667,28,0,-2.0596652,1.9999719,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87524738983111,
50012,29764.3111,1527771503.7094,19.2051,28,0,-2.0586255,1.9999766,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.876198246326524,
50013,29764.3503,1527771503.7486,19.2443,28,0,-2.057586,2.0000052,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87716891233226,
50014,29764.3856,1527771503.7839,19.2796,28,0,-2.0565469,1.9999785,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.878043006975176,
50015,29764.4248,1527771503.8231,19.3188,28,0,-2.0555077,2.0000014,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.87901367298091,
50016,29764.4697,1527771503.868,19.3637,28,0,-2.0543196,2.0000072,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.88012548174769,
50017,29764.5165,1527771503.9148,19.4105,28,0,-2.053133,1.9999595,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.88128433810147,
50018,29764.5391,1527771503.9374,19.4331,28,0,-2.0379932,1.9999843,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.881843956768044,
50019,29764.5484,1527771503.9467,19.4424,28,0,-2.0306289,1.9999938,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.88207424232553,
50020,29764.5837,1527771503.982,19.4777,28,0,-2.0296049,2.0000138,6.9046798,7.3696713,23.706236,21.47138,-9.5367432e-07,,61.882948336968454,
50021,29764.6231,1527771504.0214,19.5171,28,0,-2.0285833,1.9999452,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.88392395535177,
50022,29764.6627,1527771504.061,19.5567,28,0,-2.0203633,1.9999919,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.88490452611266,
50023,29764.704,1527771504.1023,19.598,28,0,-2.0193441,2.0000415,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.885927192082995,
50024,29764.7191,1527771504.1174,19.6131,28,0,-2.011802,1.9999995,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.8863010965903,
50025,29764.7583,1527771504.1566,19.6523,28,0,-2.0107889,1.9999738,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.887271762596036,
50026,29764.7992,1527771504.1975,19.6932,28,0,-2.0097744,1.9999976,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.88828452381121,
50027,29764.8383,1527771504.2366,19.7323,28,0,-2.0087602,1.9999747,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.889095642372524,
50028,29764.8744,1527771504.2727,19.7684,28,0,-2.0077474,1.9999938,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.88984415492761,
50029,29764.9153,1527771504.3136,19.8093,28,0,-2.0067337,1.9999738,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89069219269777,
50030,29764.9534,1527771504.3517,19.8474,28,0,-2.0057201,1.9999986,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89148217409247,
50031,29764.9929,1527771504.3912,19.8869,28,0,-2.0047073,2.0000081,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.892301183674896,
50032,29765.0183,1527771504.4166,19.9123,28,0,-1.9970484,1.9999833,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89282783793803,
50033,29765.0577,1527771504.456,19.9517,28,0,-1.9958965,1.9999461,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.893644774078474,
50034,29765.1048,1527771504.5031,19.9988,28,0,-1.9947441,1.9999604,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89462136525145,
50035,29765.1398,1527771504.5381,20.0338,28,0,-1.9868152,2.0000424,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89534706994474,
50036,29765.176,1527771504.5743,20.07,28,0,-1.9858131,2.0000033,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.8960976559418,
50037,29765.2207,1527771504.619,20.1147,28,0,-1.9848112,1.9999537,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.897024484507234,
50038,29765.2538,1527771504.6521,20.1478,28,0,-1.9838066,2.0000129,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.897710793802894,
50039,29765.2977,1527771504.696,20.1917,28,0,-1.9828056,2.0000243,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.89862103483248,
50040,29765.3389,1527771504.7372,20.2329,28,0,-1.9818054,1.9999738,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.899475292928585,
50041,29765.3721,1527771504.7704,20.2661,28,0,-1.9808025,1.9999785,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.90016367566622,
50042,29765.4114,1527771504.8097,20.3054,28,0,-1.9797987,1.99999,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.90097853836469,
50043,29765.453,1527771504.8513,20.347,28,0,-1.9787965,2.0000167,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.90184109022872,
50044,29765.4937,1527771504.892,20.3877,28,0,-1.9777957,1.9999995,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.902684981114916,
50045,29765.5318,1527771504.9301,20.4258,28,0,-1.9767945,1.9999652,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.90347496250962,
50046,29765.5713,1527771504.9696,20.4653,28,0,-1.9757929,2.0000014,6.9046798,7.3698349,23.70591,21.471706,4.3869019e-05,,61.90429397209205,
50047,29765.6088,1527771505.0071,20.5028,28,0,-1.9747925,1.9999909,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.90507151283486,
50048,29765.6457,1527771505.044,20.5397,28,0,-1.9737921,1.9999604,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.90583661292579,
50049,29765.6906,1527771505.0889,20.5846,28,0,-1.965636,1.9999785,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.90676758837518,
50050,29765.7376,1527771505.1359,20.6316,28,0,-1.9644969,2.0000005,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.90774210610618,
50051,29765.7808,1527771505.1791,20.6748,28,0,-1.9564,2.0000234,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.908637833041894,
50052,29765.8297,1527771505.228,20.7237,28,0,-1.9552705,1.9999661,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.909651746170525,
50053,29765.8616,1527771505.2599,20.7556,28,0,-1.9474713,1.9999318,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91031317416241,
50054,29765.9087,1527771505.307,20.8027,28,0,-1.9463425,2.0000234,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91128976533538,
50055,29765.9482,1527771505.3465,20.8422,28,0,-1.9452173,2.0000358,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91210877491781,
50056,29765.995,1527771505.3933,20.889,28,0,-1.9440925,1.9999738,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91307914576485,
50057,29766.0406,1527771505.4389,20.9346,28,0,-1.9429655,1.9999785,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.9140246353081,
50058,29766.0864,1527771505.4847,20.9804,28,0,-1.9418381,2.0000358,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.914974271735325,
50059,29766.1111,1527771505.5094,21.0051,28,0,-1.9343857,2.0000405,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.915486411904595,
50060,29766.1144,1527771505.5127,21.0084,28,0,-1.9273955,2.0000262,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.915554835489964,
50061,29766.16,1527771505.5583,21.054,28,0,-1.9262831,1.999969,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.916500325033226,
50062,29766.2049,1527771505.6032,21.0989,28,0,-1.9251667,2.0000186,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91743130048262,
50063,29766.2474,1527771505.6457,21.1414,28,0,-1.9240545,1.9999509,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91831251332447,
50064,29766.2655,1527771505.6638,21.1595,28,0,-1.9167924,1.9999833,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.91868780632301,
50065,29766.2718,1527771505.6701,21.1658,28,0,-1.9098402,1.9999852,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.9188184331678,
50066,29766.3147,1527771505.713,21.2087,28,0,-1.908736,2.0000129,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.919707939777574,
50067,29766.3615,1527771505.7598,21.2555,28,0,-1.9076331,1.9999833,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.92067831062461,
50068,29766.4073,1527771505.8056,21.3013,28,0,-1.9063928,1.9999986,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.92162794705183,
50069,29766.4554,1527771505.8537,21.3494,28,0,-1.9052907,1.9999871,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.92262527264461,
50070,29766.4977,1527771505.896,21.3917,28,0,-1.9041889,1.9999757,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.9235023386025,
50071,29766.5447,1527771505.943,21.4387,28,0,-1.9030862,1.9999938,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.9244768563335,
50072,29766.5904,1527771505.9887,21.4844,28,0,-1.901984,1.9999862,6.9046798,7.369987,23.705605,21.47201,-2.2888184e-05,,61.92542441931874,
50073,29766.6328,1527771506.0311,21.5268,28,0,-1.9008824,1.99999,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.926303558718615,
50074,29766.6561,1527771506.0544,21.5501,28,0,-1.8935968,1.999969,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.926786670700146,
50075,29766.7031,1527771506.1014,21.5971,28,0,-1.8924999,1.9999747,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.92776118843114,
50076,29766.7233,1527771506.1216,21.6173,28,0,-1.8852211,2.0000243,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.92818002371127,
50077,29766.7576,1527771506.1559,21.6516,28,0,-1.8777428,2.0000005,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.928891214310696,
50078,29766.8001,1527771506.1984,21.6941,28,0,-1.8766578,1.9999585,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.92977242715255,
50079,29766.8488,1527771506.2471,21.7428,28,0,-1.8755727,2.0000024,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.930782193397214,
50080,29766.8937,1527771506.292,21.7877,28,0,-1.8744886,1.999989,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93171316884661,
50081,29766.9406,1527771506.3389,21.8346,28,0,-1.8734047,2.0000091,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.932685613135625,
50082,29766.98,1527771506.3783,21.874,28,0,-1.8723199,1.9999757,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93350254927607,
50083,29767.028,1527771506.4263,21.922,28,0,-1.8712349,2.0000434,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93449780142687,
50084,29767.0706,1527771506.4689,21.9646,28,0,-1.8701538,1.9999728,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93538108771071,
50085,29767.1176,1527771506.5159,22.0116,28,0,-1.8690709,1.9999604,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.936355605441705,
50086,29767.1634,1527771506.5617,22.0574,28,0,-1.8678517,1.9999995,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93730524186893,
50087,29767.2083,1527771506.6066,22.1023,28,0,-1.8667691,1.9999843,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.93823621731832,
50088,29767.2538,1527771506.6521,22.1478,28,0,-1.8656845,2.0000196,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.9391796334196,
50089,29767.301,1527771506.6993,22.195,28,0,-1.8646023,1.9999919,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.940158298034554,
50090,29767.3465,1527771506.7448,22.2405,28,0,-1.8635205,1.9999824,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.94110171413583,
50091,29767.3935,1527771506.7918,22.2875,28,0,-1.8624378,1.9999948,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.94207623186683,
50092,29767.4358,1527771506.8341,22.3298,28,0,-1.8613569,2.0000148,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.942953297824715,
50093,29767.4785,1527771506.8768,22.3725,28,0,-1.8602767,1.9999862,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.943838657550536,
50094,29767.5253,1527771506.9236,22.4193,28,0,-1.8591955,1.9999957,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.944809028397565,
50095,29767.5704,1527771506.9687,22.4644,28,0,-1.858115,1.9999681,6.9046798,7.3701391,23.705301,21.472315,-9.5367432e-06,,61.945744150730924,
50096,29767.6129,1527771507.0112,22.5069,28,0,-1.8570325,2.0000062,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94662536357278,
50097,29767.6586,1527771507.0569,22.5526,28,0,-1.8559525,2.0000119,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94757292655802,
50098,29767.7056,1527771507.1039,22.5996,28,0,-1.8548727,1.9999938,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94752310636704,
50099,29767.7513,1527771507.1496,22.6453,28,0,-1.8536577,1.9999938,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94747254050294,
50100,29767.7963,1527771507.1946,22.6903,28,0,-1.8525785,2.0000119,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94742274917068,
50101,29767.8418,1527771507.2401,22.7358,28,0,-1.8514994,2.0000129,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94737240460139,
50102,29767.8897,1527771507.288,22.7837,28,0,-1.8504211,1.9999871,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94731940449438,
50103,29767.9346,1527771507.3329,22.8286,28,0,-1.8493429,2.0000062,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94726972380953,
50104,29767.9815,1527771507.3798,22.8755,28,0,-1.848266,1.9999814,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.94721783017656,
50105,29768.0209,1527771507.4192,22.9149,28,0,-1.8471876,1.9999976,6.9046798,7.3702793,23.705021,21.472595,3.0517578e-05,,61.947174235098984,
